house car land income mate class
1 1 2 68018 0 0
0 1 2 88119 0 0
3 1 1 88059 0 1
3 0 4 95479 0 2
2 3 1 49368 0 0
1 2 0 10463 1 0
1 4 3 94405 0 0
0 1 3 21754 1 0
2 4 0 94502 1 1
3 0 3 -37838 0 2
2 2 0 79415 0 0
2 3 1 78234 0 0
2 1 3 -23131 1 0
0 0 4 20270 0 0
0 0 2 94553 0 0
3 4 4 -37634 0 2
0 0 0 63130 0 0
2 1 4 78428 1 1
2 4 2 -28983 0 0
2 0 1 33059 0 0
4 4 2 77829 1 3
1 4 3 -6693 0 0
0 4 0 -49150 1 0
3 4 2 12788 1 3
0 1 0 88451 0 0
2 1 0 -16691 0 0
2 2 0 -36412 0 0
4 1 0 81672 0 1
4 2 1 71791 1 1
4 0 0 82889 0 1
2 4 0 78253 1 1
4 1 0 -5482 1 1
2 2 2 98043 1 1
0 1 0 31454 1 0
3 4 1 10575 1 3
4 2 0 86971 1 1
0 4 2 -20203 1 0
3 4 3 -22339 0 2
4 2 0 92660 0 1
4 0 4 -49859 1 3
0 0 0 65145 1 1
4 4 0 -27660 0 2
0 0 3 34135 0 0
0 0 4 84865 0 0
4 0 0 98241 0 1
2 0 4 7954 0 0
3 4 1 -2584 1 3
3 1 2 5359 0 1
0 2 4 68647 0 0
0 4 1 97450 0 0
4 3 2 -32936 1 3
2 0 2 80659 1 1
3 4 1 -42637 1 3
2 2 1 16897 0 0
2 0 1 -28631 1 0
3 1 2 40142 0 1
2 2 4 84722 1 1
4 1 1 -11292 0 1
1 0 0 46899 1 1
1 4 3 -47588 0 0
0 1 4 39020 0 0
2 4 3 20911 1 0
3 2 0 94610 1 1
4 0 2 80629 0 1
2 1 1 -21481 1 0
2 4 0 5640 1 0
3 0 4 -23938 1 3
1 0 0 4628 0 0
4 1 0 19822 0 1
0 2 2 55390 1 1
3 1 0 82996 0 1
0 1 1 35140 0 0
3 4 3 61708 1 3
4 2 4 68227 0 2
1 0 2 61333 1 1
1 0 2 10101 0 0
2 0 4 54678 1 1
1 1 3 -20356 0 0
1 0 3 71601 0 0
2 2 1 73749 1 1
4 1 3 83762 1 3
2 4 4 80 1 0
1 3 0 -11450 0 0
1 2 4 -33935 0 0
4 1 0 85901 0 1
3 0 4 -35389 0 2
4 1 3 -445 1 3
2 4 3 27833 1 0
0 4 2 7806 1 0
1 0 0 43105 0 0
0 2 3 70211 1 1
1 1 2 44267 0 0
0 2 0 -2541 0 0
2 1 1 80678 1 1
4 3 0 7396 0 2
4 0 1 24439 0 1
1 4 0 62423 1 1
4 3 3 -9314 1 3
2 4 0 -42930 0 0
4 4 1 38150 1 3
3 0 3 4110 0 2
3 1 3 40817 0 2
0 3 0 95462 1 1
2 2 2 23166 0 0
1 0 1 -42779 0 0
3 2 3 27231 0 2
2 2 4 -33220 0 0
4 2 2 -41431 1 1
3 1 0 -38804 0 1
0 1 3 14350 1 0
0 0 3 51893 1 1
4 1 3 -44407 0 2
2 3 4 35621 1 0
1 1 3 24211 0 0
1 4 3 -3754 0 0
2 4 2 76796 0 0
0 1 2 99269 0 0
0 3 1 60214 0 0
0 0 2 77039 0 0
4 4 2 36153 0 2
3 2 3 -42451 1 3
1 0 1 -9457 0 0
3 2 3 -26897 1 3
0 2 4 49165 1 1
3 0 3 39525 1 3
2 2 0 -22965 0 0
2 0 1 82611 0 0
4 2 1 59313 0 1
4 2 4 46827 1 3
1 4 3 25917 0 0
2 0 3 86459 1 1
1 3 4 38516 1 0
3 3 2 54242 0 2
0 2 2 77080 0 0
1 2 3 -38122 0 0
3 4 2 -13062 0 2
0 1 0 -7049 0 0
2 3 1 -32868 1 0
3 2 1 -41620 0 1
4 4 0 -7895 1 3
1 2 1 17653 1 0
4 3 0 72108 0 2
0 1 4 -11616 0 0
3 4 4 -30800 1 3
3 3 2 -15200 1 3
0 0 1 66947 0 0
1 4 4 -32650 1 0
3 3 4 76229 0 2
2 2 3 -6760 1 0
0 1 0 25008 1 0
4 2 0 -47611 0 1
2 1 0 91374 1 1
4 3 4 23265 0 2
1 1 3 59059 0 0
2 3 2 27700 1 0
4 1 2 12856 0 1
2 1 4 -30313 0 0
4 1 2 56602 1 1
2 4 3 96865 0 0
0 1 1 -5314 0 0
2 0 3 26172 1 0
2 4 2 31814 1 0
2 4 2 35186 1 0
1 3 1 -33336 0 0
0 0 1 94641 1 1
3 4 0 -9836 0 2
2 4 3 57115 0 0
3 3 2 77826 0 2
0 4 2 -29028 1 0
0 1 2 79827 0 0
1 3 0 29722 0 0
0 4 1 -29348 1 0
3 0 2 66193 1 1
0 4 4 47712 1 1
2 4 4 52472 1 1
4 4 4 47430 0 2
0 2 4 32069 0 0
4 1 1 31166 0 1
4 4 1 93466 0 2
3 1 0 96584 0 1
3 1 3 -20488 0 2
4 2 1 9242 1 1
2 4 0 -23964 1 0
3 4 0 2278 1 3
3 1 3 85951 0 2
0 4 0 -32868 1 0
1 1 0 94065 1 1
1 4 1 -26531 1 0
1 3 0 -37632 0 0
4 4 1 31211 1 3
2 0 0 91484 0 0
2 0 3 15656 0 0
4 1 4 -21859 1 3
0 0 3 -43292 0 0
1 1 2 51384 0 0
3 1 1 -5997 0 1
2 3 3 24096 0 0
1 1 0 24864 1 0
0 3 4 -32464 1 0
2 3 4 -7028 0 0
3 1 3 49707 1 3
3 2 1 -17688 0 1
1 1 1 56608 0 0
0 0 0 -28442 0 0
1 2 0 92141 1 1
3 3 1 62899 1 3
0 2 2 -14516 0 0
0 2 1 8879 0 0
2 3 2 20722 1 0
0 1 3 77919 1 1
4 1 3 55804 0 2
1 2 2 73141 1 1
2 1 2 33375 0 0
2 4 2 3576 0 0
3 4 1 17082 0 2
3 2 3 -8571 1 3
3 3 0 62402 0 2
1 2 4 -13188 1 0
0 2 3 35135 1 0
3 4 0 47227 1 3
3 0 0 90544 1 1
1 3 1 -2933 1 0
1 2 3 12702 1 0
0 1 1 72755 1 1
3 2 0 48373 0 1
1 0 1 19559 1 0
0 2 2 99560 0 0
3 4 0 77002 0 2
0 2 1 62550 0 0
4 4 1 9516 0 2
2 2 4 91994 1 1
3 1 1 25492 1 1
0 3 3 17600 1 0
3 3 2 48912 1 3
3 2 1 -27950 1 1
2 4 2 53755 0 0
3 3 4 -9384 1 3
1 3 2 -24843 0 0
2 4 2 70987 0 0
0 4 3 58218 0 0
0 1 2 -45185 0 0
0 2 3 -32480 1 0
1 3 1 -23770 1 0
3 3 2 42106 1 3
1 2 3 59621 0 0
3 3 1 57584 1 3
4 0 2 36728 1 1
1 4 2 -19397 0 0
0 2 0 -40371 1 0
0 4 3 -171 0 0
3 3 0 -48885 0 2
1 4 1 -5889 1 0
3 3 2 41364 1 3
2 3 3 62364 1 1
0 0 0 -47063 0 0
0 4 1 -35419 0 0
4 1 4 58249 0 2
2 4 1 40976 0 0
1 0 1 39144 1 0
1 0 1 12311 1 0
4 2 4 -9527 0 2
1 1 4 45512 1 1
2 2 2 85507 1 1
1 2 3 14979 0 0
2 0 1 15440 1 0
4 1 2 -39816 1 1
3 3 1 79289 1 3
4 2 0 -11142 1 1
3 0 4 10173 1 3
1 2 0 645 1 0
2 3 4 26319 1 0
2 1 0 5419 0 0
3 2 2 27684 1 1
0 4 2 30780 0 0
3 0 4 40323 0 2
4 4 1 58171 0 2
2 4 1 35485 0 0
4 1 0 10514 1 1
2 4 0 9999 0 0
4 0 2 -1278 0 1
1 4 3 -37129 1 0
3 3 4 -33614 0 2
1 4 3 31732 1 0
0 0 2 -17462 1 0
4 2 0 3924 0 1
1 3 3 32385 0 0
3 3 0 97771 1 3
3 0 2 39848 0 1
0 4 2 -30848 0 0
3 2 3 31760 0 2
0 4 1 -24567 0 0
3 0 1 -34264 0 1
2 4 1 53004 0 0
3 3 0 -20606 1 3
2 3 1 -8650 1 0
1 2 4 34786 1 0
1 3 4 7628 1 0
1 1 3 -37938 0 0
2 2 1 9491 1 0
3 0 3 -3501 0 2
3 0 3 71553 1 3
4 4 3 91147 0 2
0 2 4 20740 1 0
0 1 0 -10046 1 0
4 1 1 49087 1 1
3 3 2 -13564 0 2
1 3 0 85277 1 1
4 3 2 31724 1 3
3 2 0 -49187 1 1
1 1 2 -6686 0 0
3 2 0 -19798 0 1
2 0 0 -48922 1 0
2 1 2 -7902 0 0
4 0 1 17924 0 1
3 0 4 -3820 1 3
2 2 3 69877 1 1
3 2 1 53953 0 1
4 4 2 99954 0 2
1 3 0 26779 0 0
4 3 2 -41413 0 2
4 0 0 -26113 0 1
2 1 4 15291 1 0
0 4 3 -19958 1 0
0 1 4 34335 1 0
4 3 0 -29914 1 3
3 1 3 21012 1 3
1 2 3 -21041 1 0
2 3 1 -40797 0 0
3 1 3 47575 0 2
1 0 2 29848 0 0
3 0 0 3896 1 1
0 2 2 76933 1 1
1 1 4 -41032 0 0
0 3 1 34900 0 0
1 1 0 38291 0 0
1 0 1 -2830 1 0
1 0 1 56493 1 1
4 1 0 38283 1 1
4 0 4 -13917 1 3
2 0 1 17453 1 0
2 2 4 -47867 0 0
4 2 0 87569 1 1
3 4 4 93676 0 2
3 3 3 -4698 0 2
2 0 1 -16943 1 0
3 3 3 98131 1 3
3 3 4 91103 0 2
3 1 0 -42872 1 1
3 3 1 -30068 0 2
4 2 1 55153 0 1
2 4 1 -17515 0 0
3 1 3 13354 1 3
1 2 1 86696 0 0
3 4 2 77295 0 2
4 0 4 -11106 1 3
0 2 4 50326 1 1
1 0 0 13655 1 0
2 2 0 96891 0 0
4 2 2 -47837 0 1
0 0 2 96521 0 0
4 4 4 76694 0 2
0 3 3 81348 0 0
1 2 4 13673 1 0
0 3 3 -28171 0 0
4 0 2 59322 1 1
4 0 1 54892 0 1
1 2 3 -9032 1 0
1 3 0 -9849 0 0
2 3 1 -24650 0 0
4 2 0 -6866 0 1
1 1 0 58110 0 0
2 2 4 -46213 0 0
1 4 4 12886 1 0
1 0 1 -33435 1 0
3 0 0 30707 1 1
2 2 3 8342 1 0
2 0 4 74652 1 1
4 4 2 94297 0 2
2 2 1 130 0 0
3 0 1 -28954 1 1
0 0 1 90435 0 0
2 4 0 4512 1 0
2 0 3 93625 1 1
3 0 3 83379 1 3
1 2 3 49937 0 0
3 1 2 47670 0 1
1 0 4 -22778 0 0
3 2 3 13140 0 2
3 4 4 87822 0 2
2 1 0 97470 1 1
3 2 3 70693 0 2
4 3 2 62983 0 2
1 3 1 4711 0 0
3 2 0 12631 1 1
4 0 4 86542 0 2
4 4 3 3929 0 2
3 1 2 18301 1 1
3 4 0 93056 1 3
1 1 1 89960 1 1
2 1 1 18564 1 0
2 2 3 42634 1 1
0 4 3 64892 0 0
0 2 4 -5928 1 0
3 3 2 80933 1 3
1 4 4 61490 1 1
2 3 4 -38612 0 0
2 3 1 -34424 1 0
4 3 4 25013 0 2
1 0 0 -40647 1 0
2 3 4 -27671 0 0
2 1 1 6629 1 0
3 1 0 11669 1 1
0 2 0 37232 1 0
4 2 2 85929 0 1
0 3 3 -39121 1 0
4 2 1 -14316 0 1
3 0 4 65085 0 2
2 1 4 -13706 1 0
4 1 0 60454 1 1
0 4 2 75847 1 1
3 0 0 77049 1 1
4 1 4 -25210 0 2
1 0 4 -47436 1 0
1 2 1 25007 0 0
4 2 4 -29068 0 2
1 2 3 -33831 1 0
0 2 4 69636 0 0
2 4 4 21354 0 0
1 0 2 45593 1 1
3 4 3 50683 1 3
2 4 2 70137 1 1
1 4 0 -29984 1 0
4 1 2 74697 1 1
1 4 4 -27284 1 0
1 3 0 10327 1 0
2 2 1 69874 0 0
1 3 3 46224 0 0
1 2 2 70604 0 0
3 1 4 1021 1 3
2 0 2 69833 0 0
4 4 0 19109 0 2
2 2 3 38819 1 0
0 2 4 99310 1 1
3 4 3 -14471 1 3
1 0 0 9271 1 0
0 2 0 -25637 0 0
4 3 1 -41583 1 3
1 0 4 88524 1 1
2 4 4 11453 0 0
2 3 4 50186 0 0
3 4 2 52043 0 2
1 2 0 17886 0 0
1 4 3 -20559 1 0
2 4 3 95038 0 0
0 4 1 -16003 1 0
2 0 1 98143 1 1
4 0 2 66449 0 1
2 3 3 67404 0 0
3 1 2 80312 1 1
1 3 4 76625 0 0
1 1 2 -9373 0 0
3 3 1 65536 1 3
3 4 2 -21634 0 2
3 0 0 70254 1 1
2 2 4 51679 1 1
0 3 2 70947 0 0
1 4 4 54303 1 1
4 3 0 -2244 0 2
0 0 3 26324 1 0
0 2 0 43984 1 1
1 4 3 88661 1 1
2 0 4 -40476 0 0
2 4 3 70692 1 1
0 0 0 -13009 1 0
1 3 2 -22279 0 0
2 0 2 -25193 0 0
4 3 2 -17096 0 2
2 2 1 -6711 1 0
2 0 3 -39084 1 0
1 1 0 74720 1 1
3 4 3 -3622 1 3
3 0 2 27128 0 1
4 0 0 -9637 1 1
4 2 2 -9917 0 1
3 2 1 7259 0 1
3 3 0 63763 0 2
4 1 2 59228 1 1
4 2 0 47856 0 1
2 2 2 94629 0 0
1 2 4 -8520 1 0
3 1 3 -42930 1 3
1 1 4 -39394 0 0
2 3 3 62900 1 1
4 4 3 -40541 1 3
0 0 1 19665 0 0
2 3 2 35727 1 0
4 0 4 9684 1 3
2 3 1 -1850 1 0
1 3 3 70380 1 1
0 0 1 -9552 1 0
2 1 3 50952 1 1
3 4 4 48825 1 3
0 4 3 85180 0 0
2 3 4 -8663 0 0
2 4 3 78421 0 0
2 2 3 -43124 0 0
3 3 1 35333 1 3
3 4 4 2031 0 2
3 3 1 -14594 1 3
1 1 2 -42921 0 0
4 4 1 33382 0 2
4 2 3 -28569 1 3
0 3 4 9002 1 0
1 4 0 -34849 0 0
2 0 3 31717 1 0
4 2 0 -43673 1 1
2 4 0 20114 0 0
0 4 2 -16446 1 0
1 0 2 -26556 0 0
0 0 4 -7601 1 0
2 3 0 66247 0 0
3 3 0 -13352 1 3
0 0 3 -31318 1 0
4 4 0 -2358 0 2
0 4 3 41336 0 0
0 4 3 58667 1 1
1 4 1 -16118 1 0
0 0 2 -2049 0 0
3 1 0 13179 1 1
0 3 2 76682 0 0
4 0 1 86288 0 1
0 0 2 77690 0 0
2 4 3 49821 0 0
0 2 0 -8603 1 0
3 2 1 18998 1 1
4 0 4 21775 1 3
0 1 0 -15111 1 0
1 3 1 -44041 1 0
4 4 4 -21225 1 3
0 4 2 -40991 0 0
0 2 4 -40054 1 0
4 2 0 32939 1 1
4 2 3 33330 0 2
0 2 3 24472 0 0
4 0 1 -1720 0 1
4 3 0 -46367 0 2
0 2 3 18569 1 0
2 3 2 41806 0 0
0 0 0 25774 0 0
1 2 1 -38835 0 0
2 0 1 59364 1 1
2 2 3 25284 0 0
3 1 1 72330 0 1
2 2 0 36407 1 0
4 1 0 -7027 0 1
0 2 2 73407 0 0
3 4 1 58789 1 3
2 3 0 55748 0 0
4 1 1 33948 1 1
3 2 2 18913 0 1
3 3 4 -49220 1 3
0 1 4 2988 1 0
1 4 1 90124 1 1
4 1 4 47425 1 3
0 0 1 13059 0 0
1 4 0 78008 0 0
2 4 1 66855 0 0
1 0 4 -10552 0 0
2 1 4 13699 1 0
0 1 2 46653 0 0
3 3 0 67094 0 2
0 3 4 2983 1 0
0 2 3 81704 1 1
2 4 0 -16657 0 0
3 2 4 13783 0 2
0 4 3 79240 0 0
4 1 4 -4839 1 3
4 4 4 -36924 0 2
0 2 0 8944 0 0
1 2 2 10945 0 0
3 1 0 -45371 1 1
3 2 0 92648 1 1
4 4 0 63589 1 3
1 2 2 30188 0 0
0 3 2 -17049 0 0
1 4 0 18494 1 0
1 0 2 79465 0 0
2 1 4 -21123 1 0
4 2 1 86692 1 1
4 1 2 44356 0 1
0 2 2 4055 0 0
2 2 2 -4576 1 0
2 2 1 -31820 1 0
4 1 4 7388 1 3
1 2 1 78016 1 1
3 2 0 86543 1 1
4 3 3 27092 1 3
4 3 4 37147 1 3
4 3 4 31031 0 2
2 2 1 67953 1 1
0 3 0 76791 0 0
4 2 1 42633 1 1
3 2 2 31642 1 1
4 0 2 25876 1 1
3 4 1 -10112 1 3
3 4 4 -12682 0 2
2 3 1 22074 1 0
2 2 0 -7244 0 0
3 0 4 54893 1 3
3 3 3 19947 0 2
4 3 3 99307 0 2
1 3 3 30770 1 0
4 0 1 -23076 0 1
0 4 4 78994 1 1
0 4 2 40254 1 1
3 2 2 -33766 1 1
2 0 1 -22919 1 0
1 3 1 62868 1 1
1 4 0 81173 0 0
2 3 4 18658 1 0
0 4 3 76084 0 0
0 1 0 -36465 0 0
4 0 4 77059 1 3
1 0 1 83535 1 1
4 1 1 86330 0 1
1 4 0 86236 1 1
0 1 1 39570 1 0
0 4 3 -33643 0 0
3 1 2 83504 0 1
1 2 2 70778 0 0
1 1 2 -34010 1 0
1 3 4 83072 0 0
0 3 0 19878 0 0
3 3 0 -36189 1 3
1 3 1 43880 0 0
2 0 0 -48294 0 0
2 4 1 60104 0 0
3 3 2 94178 1 3
1 2 0 20386 1 0
1 3 2 74657 0 0
3 0 3 86082 1 3
4 3 0 67596 0 2
2 0 1 -32432 1 0
1 2 1 71281 0 0
2 0 2 -26364 1 0
0 4 3 83424 0 0
0 1 0 -28265 1 0
2 2 0 12224 1 0
4 0 0 -28367 1 1
4 3 1 65601 0 2
4 3 2 -41653 0 2
3 1 1 20643 0 1
3 4 4 39375 1 3
2 4 2 51201 0 0
2 0 0 -30043 0 0
4 2 0 83832 0 1
2 4 3 15616 0 0
1 0 0 -7451 0 0
3 0 2 -8780 1 1
0 2 1 9504 0 0
0 4 0 41482 1 1
3 3 4 26237 1 3
4 4 4 398 1 3
2 2 0 10998 0 0
1 2 1 27811 1 0
4 2 4 -16674 1 3
1 2 0 -46008 1 0
3 2 3 -4286 0 2
4 1 3 70232 1 3
0 0 0 -20808 1 0
3 2 1 -27565 1 1
3 1 1 -22317 0 1
2 2 3 6615 0 0
0 2 2 95223 1 1
3 2 2 -29537 1 1
3 3 2 -1869 1 3
2 4 0 54551 1 1
2 2 2 -9133 1 0
4 4 2 25683 0 2
2 0 4 -9412 1 0
3 3 1 74876 1 3
4 0 0 27665 1 1
0 2 3 67997 0 0
0 2 0 64606 1 1
4 0 2 -12309 0 1
2 3 4 29660 0 0
2 2 1 53199 0 0
2 3 1 47513 1 1
4 4 0 -46203 1 3
0 4 0 -1125 0 0
0 3 3 90812 1 1
1 4 2 28102 1 0
1 4 4 32388 0 0
0 3 4 59373 0 0
1 1 2 78555 0 0
3 3 3 20000 1 3
4 2 3 82724 1 3
2 1 0 76369 1 1
0 3 3 -31644 1 0
3 3 3 -47909 0 2
4 0 2 38233 1 1
2 1 1 -36939 1 0
3 1 0 12630 0 1
3 0 1 -48569 0 1
0 3 3 56561 0 0
4 0 2 30618 1 1
1 2 4 21775 1 0
2 4 3 71200 0 0
2 4 3 -19947 1 0
1 4 0 61452 0 0
4 1 2 -46128 1 1
1 1 2 -28525 1 0
3 2 2 -19507 0 1
3 2 2 39869 1 1
3 2 0 49011 1 1
3 1 4 86287 1 3
1 3 0 -6117 1 0
0 4 2 -5513 0 0
2 1 1 15764 0 0
1 3 0 25781 1 0
0 3 1 4797 1 0
1 1 0 -44285 0 0
4 2 3 28623 1 3
2 2 4 11936 1 0
2 4 0 -11745 1 0
4 1 3 -4715 1 3
0 1 4 76092 0 0
1 1 0 -35357 0 0
0 2 2 -14584 1 0
0 1 4 23690 0 0
1 2 2 8552 1 0
1 2 1 48206 1 1
4 3 2 42634 1 3
1 3 4 15186 1 0
1 4 4 -21406 1 0
0 0 1 84139 1 1
3 4 3 -34922 1 3
1 1 4 91713 1 1
0 2 0 73424 1 1
2 0 2 29215 1 0
3 1 1 54360 0 1
3 1 0 -33287 1 1
1 2 1 -49058 0 0
4 4 0 28107 0 2
1 1 4 -10350 0 0
3 0 0 -47427 1 1
2 0 2 26673 1 0
0 1 2 -22049 1 0
0 1 0 -40579 0 0
3 3 0 32279 1 3
2 2 0 55866 1 1
3 2 0 90900 0 1
0 2 3 50379 0 0
2 0 1 76492 1 1
3 0 1 2216 1 1
1 3 4 85612 1 1
0 4 2 -44924 1 0
1 4 4 83062 1 1
1 4 0 72877 1 1
0 1 2 92466 0 0
1 2 2 86086 0 0
0 3 0 -43913 0 0
4 3 0 25552 0 2
3 0 0 -34016 1 1
2 4 2 2097 1 0
0 0 3 15551 0 0
4 4 3 93553 1 3
1 1 1 20141 0 0
1 4 0 -12071 0 0
4 1 1 40357 1 1
1 0 4 48609 0 0
3 4 4 29260 1 3
0 0 1 68438 1 1
3 4 3 82030 1 3
2 1 3 -35183 0 0
1 3 4 -7925 1 0
2 1 1 -4199 1 0
2 3 1 65793 1 1
1 2 1 15910 0 0
0 2 3 -19060 1 0
4 4 0 86470 1 3
4 0 4 -15514 0 2
3 3 1 -20201 1 3
2 4 0 -37624 1 0
0 1 0 10211 0 0
4 0 0 82115 0 1
3 1 4 41328 1 3
0 2 3 -23545 1 0
3 3 2 -19431 0 2
2 2 3 58503 1 1
0 0 0 96079 0 0
4 1 4 1715 1 3
1 3 1 76996 0 0
2 3 4 -30286 0 0
1 2 2 74246 1 1
3 0 0 10822 1 1
0 2 0 44509 1 1
3 3 1 30930 0 2
0 2 4 31376 0 0
4 0 3 -26713 0 2
3 3 0 -49165 1 3
4 2 3 35370 1 3
4 0 2 -24103 1 1
3 3 2 32673 0 2
1 3 0 23966 1 0
0 1 1 68898 1 1
3 4 0 97912 1 3
4 3 4 72629 1 3
2 1 3 50954 1 1
2 2 0 74577 0 0
3 2 4 -11452 1 3
1 1 2 91124 0 0
0 1 0 37256 1 0
4 1 0 -48464 1 1
4 3 1 -26131 1 3
4 3 2 -48794 1 3
2 3 3 20523 0 0
3 1 2 51905 1 1
1 3 4 73145 1 1
0 3 0 62093 1 1
1 1 4 95714 1 1
1 4 0 8184 0 0
4 4 4 -42012 1 3
4 1 0 85950 1 1
1 4 2 29200 1 0
0 4 0 3192 0 0
3 0 0 -23415 1 1
3 1 2 -17722 1 1
3 3 1 12491 0 2
4 2 2 98515 1 1
2 4 1 22444 1 0
1 1 2 57307 0 0
4 4 3 33224 0 2
3 1 4 38417 1 3
1 3 0 -22131 0 0
3 2 2 -29166 0 1
1 3 3 76025 1 1
2 2 1 10771 0 0
0 3 1 96487 0 0
3 2 0 98273 0 1
2 2 4 -11255 0 0
1 0 0 -30522 1 0
2 1 2 -668 0 0
1 1 1 41738 0 0
2 4 4 -18594 1 0
2 4 1 69905 1 1
2 0 0 -49977 1 0
1 1 1 -42420 0 0
1 2 4 68925 1 1
0 0 4 -23383 0 0
2 0 1 86575 0 0
4 4 1 29847 0 2
4 4 4 -30934 1 3
3 0 2 -33681 1 1
1 3 1 70932 1 1
0 3 1 18138 1 0
4 0 3 72492 0 2
1 1 1 22303 0 0
2 2 3 99954 0 0
0 4 4 98442 0 0
4 3 0 16428 0 2
2 1 4 -34526 0 0
2 4 1 -21223 1 0
3 3 0 9393 1 3
0 4 1 68711 0 0
0 4 4 -47312 1 0
1 0 4 -49669 0 0
2 2 2 37966 1 0
1 0 2 -2032 0 0
1 2 0 -34116 0 0
4 1 4 49736 1 3
2 4 4 40018 0 0
4 1 1 -2592 0 1
0 0 3 34091 1 0
1 1 1 17893 1 0
1 4 3 -6957 0 0
4 4 1 5039 0 2
0 2 4 18620 0 0
1 2 1 40527 0 0
1 4 3 -25 1 0
1 0 4 -13651 0 0
1 2 4 35682 1 0
4 4 2 -15098 1 3
3 3 3 65485 0 2
2 2 4 90854 1 1
0 3 1 31465 1 0
1 1 0 80140 1 1
0 0 4 -33660 1 0
4 3 2 19904 1 3
4 1 0 -35333 0 1
1 0 3 41317 1 1
4 3 0 98560 0 2
1 2 1 75336 1 1
1 4 4 45527 0 0
1 3 0 -19282 1 0
0 1 2 54846 1 1
4 3 4 28155 0 2
0 0 1 -47933 0 0
3 1 2 -46588 1 1
0 4 0 -30482 1 0
4 0 0 79205 0 1
3 3 1 24211 0 2
2 0 2 16572 1 0
1 0 4 -36339 0 0
2 0 2 29679 0 0
0 4 0 -20227 1 0
1 4 3 94710 1 1
3 2 3 -10566 0 2
1 3 3 48282 1 1
4 3 4 14135 0 2
4 1 2 -4858 1 1
3 1 1 58516 0 1
0 2 3 60950 1 1
1 0 1 -3955 0 0
4 3 4 -28610 1 3
3 0 4 54346 0 2
3 3 1 -7234 0 2
0 3 4 99438 1 1
2 1 3 -39657 1 0
3 0 0 -11325 0 1
4 4 1 -42908 0 2
2 2 1 33681 1 0
2 2 1 -11223 0 0
2 0 2 -49929 0 0
4 0 0 -24570 0 1
3 2 1 -23761 0 1
2 3 4 -31266 1 0
2 0 1 46715 0 0
2 3 2 21143 0 0
4 4 4 51621 0 2
2 2 4 80829 1 1
2 0 3 -48100 0 0
2 4 3 -26278 0 0
1 3 2 28941 0 0
3 3 1 29851 0 2
0 2 2 85327 0 0
0 1 4 -32623 1 0
1 2 1 -38133 0 0
0 4 4 -41519 0 0
4 4 3 46675 0 2
4 4 3 -33126 1 3
4 4 1 18023 0 2
1 4 0 53731 0 0
4 0 0 23474 1 1
4 4 4 92491 0 2
3 4 4 75947 0 2
2 0 2 16979 0 0
4 4 2 74814 0 2
4 3 1 70822 1 3
1 2 3 32587 0 0
0 0 0 42007 0 0
4 4 3 67361 1 3
4 4 0 14780 1 3
2 4 0 -47846 1 0
4 1 1 -29673 0 1
3 2 0 47150 0 1
3 1 3 -3760 0 2
1 1 3 70794 0 0
3 2 4 -9250 0 2
1 3 0 -4256 0 0
0 2 3 -40915 0 0
2 0 2 55955 0 0
1 4 0 80339 0 0
3 2 2 -29870 0 1
3 1 1 73291 0 1
1 3 3 -37948 1 0
1 4 2 -13663 0 0
2 2 3 -25578 0 0
2 4 2 73556 0 0
0 4 0 54731 0 0
4 1 3 -11715 0 2
1 2 1 6378 0 0
2 4 0 -29134 0 0
1 1 3 19034 1 0
4 2 0 45927 1 1
4 2 3 91445 1 3
3 1 3 74734 0 2
2 1 2 35858 1 0
2 4 1 15954 1 0
3 1 2 32393 1 1
2 4 2 -21989 0 0
0 3 0 37370 0 0
4 4 2 16218 0 2
4 2 0 31366 1 1
3 3 4 -1341 1 3
3 3 1 59401 1 3
0 2 0 9307 0 0
0 1 2 -26434 1 0
1 0 0 -14391 0 0
4 4 1 46644 0 2
4 0 3 33756 0 2
2 2 1 -15229 1 0
0 1 1 23766 1 0
3 4 4 87213 0 2
2 1 4 26304 0 0
1 1 2 99941 0 0
2 0 4 31511 1 0
2 2 4 23330 0 0
1 1 2 45979 1 1
3 3 1 77918 1 3
3 4 2 49800 1 3
2 2 0 -48706 0 0
3 1 2 56623 0 1
2 2 2 52740 1 1
0 4 4 -21189 0 0
3 2 2 -43374 1 1
4 4 1 -46690 0 2
2 1 4 81057 0 0
0 0 4 -18710 1 0
1 0 4 22344 0 0
1 2 1 -9664 0 0
1 4 0 27290 0 0
3 0 2 -20375 1 1
4 0 4 15328 0 2
3 0 4 81030 1 3
3 4 1 31254 1 3
3 3 4 39550 0 2
0 0 1 87615 1 1
2 3 4 -2440 0 0
4 0 0 14523 1 1
1 1 4 69560 1 1
4 2 3 67498 1 3
1 4 1 92624 0 0
4 0 2 -47161 1 1
1 2 3 -11440 1 0
2 2 2 94484 1 1
1 3 4 -25783 0 0
3 3 1 -5196 1 3
3 2 3 -27526 1 3
4 1 4 56357 1 3
1 1 0 -33029 0 0
1 2 0 93239 1 1
3 0 4 73731 1 3
2 4 0 69210 1 1
2 1 4 60477 0 0
3 3 2 -10688 1 3
0 2 3 71531 0 0
4 3 2 -49276 1 3
0 3 1 76127 0 0
2 2 2 -31173 1 0
0 3 3 16349 0 0
2 1 0 22681 0 0
3 1 0 12248 1 1
1 0 2 -6723 0 0
3 4 3 83097 1 3
1 2 2 57370 0 0
2 4 4 85587 1 1
2 1 4 -44914 0 0
